group_name	dmel_cre_id	category	focal_species	focal_climate	focal_state	comparison_species	comparison_climate	comparison_consensus_state	dimm	dfor	dsul	dnas
immigrans_group	DMEL_CRE_00313	comparison_mixed	dimm	TEMP	no_detected_CRE	dfor|dsul|dnas	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate
immigrans_group	DMEL_CRE_00314	comparison_mixed	dimm	TEMP	no_detected_CRE	dfor|dsul|dnas	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain
immigrans_group	DMEL_CRE_00315	comparison_mixed	dimm	TEMP	uncertain	dfor|dsul|dnas	TROP	mixed	uncertain	uncertain	uncertain	no_detected_CRE
immigrans_group	DMEL_CRE_00319	comparison_mixed	dimm	TEMP	present	dfor|dsul|dnas	TROP	mixed	present	present	present	no_detected_CRE
immigrans_group	DMEL_CRE_00322	comparison_mixed	dimm	TEMP	uncertain	dfor|dsul|dnas	TROP	mixed	uncertain	uncertain	no_detected_CRE	uncertain
immigrans_group	DMEL_CRE_00329	comparison_mixed	dimm	TEMP	turnover_candidate	dfor|dsul|dnas	TROP	mixed	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE
immigrans_group	DMEL_CRE_00331	comparison_mixed	dimm	TEMP	present	dfor|dsul|dnas	TROP	mixed	present	present	turnover_candidate	turnover_candidate
immigrans_group	DMEL_CRE_00332	comparison_mixed	dimm	TEMP	turnover_candidate	dfor|dsul|dnas	TROP	mixed	turnover_candidate	turnover_candidate	uncertain	no_detected_CRE
immigrans_group	DMEL_CRE_00335	comparison_mixed	dimm	TEMP	turnover_candidate	dfor|dsul|dnas	TROP	mixed	turnover_candidate	turnover_candidate	turnover_candidate	uncertain
immigrans_group	DMEL_CRE_00337	comparison_mixed	dimm	TEMP	no_detected_CRE	dfor|dsul|dnas	TROP	mixed	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate
