group_name	dmel_cre_id	category	focal_species	focal_climate	focal_state	comparison_species	comparison_climate	comparison_consensus_state	dazt	d_affinis	dmir	dper
azteca_affinis_miranda_group	DMEL_CRE_00031	comparison_mixed	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	mixed	no_detected_CRE	no_detected_CRE	present	turnover_candidate
azteca_affinis_miranda_group	DMEL_CRE_00032	comparison_mixed	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	mixed	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate
azteca_affinis_miranda_group	DMEL_CRE_00033	comparison_mixed	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	mixed	no_detected_CRE	present	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00034	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00035	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00036	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00037	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00038	comparison_mixed	dazt	ARID	present	d_affinis|dmir|dper	TEMP	mixed	present	turnover_candidate	turnover_candidate	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00039	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00040	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00041	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00042	comparison_mixed	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	mixed	turnover_candidate	no_detected_CRE	present	present
azteca_affinis_miranda_group	DMEL_CRE_00043	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00044	comparison_mixed	dazt	ARID	present	d_affinis|dmir|dper	TEMP	mixed	present	no_detected_CRE	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00045	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00046	comparison_mixed	dazt	ARID	present	d_affinis|dmir|dper	TEMP	mixed	present	turnover_candidate	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00047	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00048	comparison_mixed	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	mixed	uncertain	uncertain	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00049	all_same	dazt	ARID	present	d_affinis|dmir|dper	TEMP	present	present	present	present	present
azteca_affinis_miranda_group	DMEL_CRE_00050	all_same	dazt	ARID	present	d_affinis|dmir|dper	TEMP	present	present	present	present	present
azteca_affinis_miranda_group	DMEL_CRE_00051	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00052	comparison_mixed	dazt	ARID	present	d_affinis|dmir|dper	TEMP	mixed	present	present	present	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00053	comparison_mixed	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	mixed	turnover_candidate	turnover_candidate	present	present
azteca_affinis_miranda_group	DMEL_CRE_00054	comparison_mixed	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	mixed	turnover_candidate	turnover_candidate	present	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00055	comparison_mixed	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	mixed	uncertain	turnover_candidate	uncertain	turnover_candidate
azteca_affinis_miranda_group	DMEL_CRE_00056	comparison_mixed	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	mixed	turnover_candidate	uncertain	turnover_candidate	turnover_candidate
azteca_affinis_miranda_group	DMEL_CRE_00057	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00058	comparison_mixed	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	mixed	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate
azteca_affinis_miranda_group	DMEL_CRE_00059	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00060	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00061	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00062	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00063	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00064	comparison_mixed	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	mixed	turnover_candidate	uncertain	uncertain	turnover_candidate
azteca_affinis_miranda_group	DMEL_CRE_00065	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00066	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00067	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00068	tier2	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00069	tier2	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00070	comparison_mixed	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	mixed	no_detected_CRE	turnover_candidate	turnover_candidate	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00071	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00072	comparison_mixed	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	mixed	turnover_candidate	present	no_detected_CRE	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00073	tier2	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00074	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00075	comparison_mixed	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	mixed	uncertain	no_detected_CRE	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00076	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00077	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00078	comparison_mixed	dazt	ARID	present	d_affinis|dmir|dper	TEMP	mixed	present	turnover_candidate	present	present
azteca_affinis_miranda_group	DMEL_CRE_00079	all_same	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
azteca_affinis_miranda_group	DMEL_CRE_00080	tier1	dazt	ARID	present	d_affinis|dmir|dper	TEMP	turnover_candidate	present	turnover_candidate	turnover_candidate	turnover_candidate
azteca_affinis_miranda_group	DMEL_CRE_00081	comparison_mixed	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	mixed	uncertain	uncertain	no_detected_CRE	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00082	comparison_mixed	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	mixed	turnover_candidate	present	turnover_candidate	present
azteca_affinis_miranda_group	DMEL_CRE_00083	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00084	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00085	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00086	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00087	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00088	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00089	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00090	comparison_mixed	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	mixed	uncertain	no_detected_CRE	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00091	comparison_mixed	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	mixed	uncertain	present	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00092	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00093	all_same	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
azteca_affinis_miranda_group	DMEL_CRE_00094	all_same	dazt	ARID	present	d_affinis|dmir|dper	TEMP	present	present	present	present	present
azteca_affinis_miranda_group	DMEL_CRE_00095	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00096	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00097	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00098	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00099	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00100	comparison_mixed	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	mixed	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate
azteca_affinis_miranda_group	DMEL_CRE_00101	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00102	comparison_mixed	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	mixed	uncertain	uncertain	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00103	comparison_mixed	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	mixed	uncertain	no_detected_CRE	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00104	comparison_mixed	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	mixed	turnover_candidate	turnover_candidate	no_detected_CRE	turnover_candidate
azteca_affinis_miranda_group	DMEL_CRE_00105	comparison_mixed	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	mixed	uncertain	no_detected_CRE	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00106	comparison_mixed	dazt	ARID	present	d_affinis|dmir|dper	TEMP	mixed	present	turnover_candidate	no_detected_CRE	turnover_candidate
azteca_affinis_miranda_group	DMEL_CRE_00107	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00108	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00109	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00110	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00111	comparison_mixed	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	mixed	turnover_candidate	no_detected_CRE	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00112	comparison_mixed	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	mixed	uncertain	no_detected_CRE	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00113	comparison_mixed	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	mixed	turnover_candidate	turnover_candidate	no_detected_CRE	turnover_candidate
azteca_affinis_miranda_group	DMEL_CRE_00114	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00115	comparison_mixed	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	mixed	uncertain	no_detected_CRE	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00116	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00117	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00118	all_same	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
azteca_affinis_miranda_group	DMEL_CRE_00119	comparison_mixed	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	mixed	turnover_candidate	no_detected_CRE	present	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00120	all_same	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
azteca_affinis_miranda_group	DMEL_CRE_00121	all_same	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
azteca_affinis_miranda_group	DMEL_CRE_00122	all_same	dazt	ARID	present	d_affinis|dmir|dper	TEMP	present	present	present	present	present
azteca_affinis_miranda_group	DMEL_CRE_00123	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00124	tier3	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	uncertain	no_detected_CRE	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00125	comparison_mixed	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	mixed	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00126	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00127	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00128	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00129	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00130	tier3	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00131	all_same	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
azteca_affinis_miranda_group	DMEL_CRE_00132	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00133	comparison_mixed	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	mixed	uncertain	no_detected_CRE	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00134	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00135	comparison_mixed	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	mixed	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00136	all_same	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	uncertain	uncertain	uncertain	uncertain	uncertain
azteca_affinis_miranda_group	DMEL_CRE_00137	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00138	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00139	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00140	all_same	dazt	ARID	no_detected_CRE	d_affinis|dmir|dper	TEMP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00141	all_same	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
azteca_affinis_miranda_group	DMEL_CRE_00142	comparison_mixed	dazt	ARID	uncertain	d_affinis|dmir|dper	TEMP	mixed	uncertain	uncertain	uncertain	no_detected_CRE
azteca_affinis_miranda_group	DMEL_CRE_00143	all_same	dazt	ARID	turnover_candidate	d_affinis|dmir|dper	TEMP	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
