group_name	dmel_cre_id	category	focal_species	focal_climate	focal_state	comparison_species	comparison_climate	comparison_consensus_state	druf	dkik	dbun	dbir	d_serrata
rufa_group	DMEL_CRE_00033	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00037	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00039	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00040	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00041	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00042	all_same	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	present	present	present	present	present	present
rufa_group	DMEL_CRE_00047	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00054	all_same	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
rufa_group	DMEL_CRE_00062	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00063	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00064	all_same	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
rufa_group	DMEL_CRE_00066	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00070	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00071	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00073	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00074	all_same	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	present	present	present	present	present	present
rufa_group	DMEL_CRE_00075	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00076	all_same	druf	TEMP	uncertain	dkik|dbun|dbir|d_serrata	TROP	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain
rufa_group	DMEL_CRE_00083	all_same	druf	TEMP	uncertain	dkik|dbun|dbir|d_serrata	TROP	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain
rufa_group	DMEL_CRE_00084	all_same	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
rufa_group	DMEL_CRE_00088	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00089	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00091	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00094	all_same	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	present	present	present	present	present	present
rufa_group	DMEL_CRE_00098	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00099	all_same	druf	TEMP	uncertain	dkik|dbun|dbir|d_serrata	TROP	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain
rufa_group	DMEL_CRE_00100	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00102	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00105	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00109	all_same	druf	TEMP	uncertain	dkik|dbun|dbir|d_serrata	TROP	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain
rufa_group	DMEL_CRE_00110	all_same	druf	TEMP	uncertain	dkik|dbun|dbir|d_serrata	TROP	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain
rufa_group	DMEL_CRE_00112	all_same	druf	TEMP	uncertain	dkik|dbun|dbir|d_serrata	TROP	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain
rufa_group	DMEL_CRE_00116	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00122	all_same	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	present	present	present	present	present	present
rufa_group	DMEL_CRE_00124	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00128	all_same	druf	TEMP	uncertain	dkik|dbun|dbir|d_serrata	TROP	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain
rufa_group	DMEL_CRE_00129	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00133	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00134	all_same	druf	TEMP	uncertain	dkik|dbun|dbir|d_serrata	TROP	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain
rufa_group	DMEL_CRE_00136	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00137	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00142	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00146	all_same	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	present	present	present	present	present	present
rufa_group	DMEL_CRE_00149	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00150	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00152	all_same	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
rufa_group	DMEL_CRE_00153	all_same	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	present	present	present	present	present	present
rufa_group	DMEL_CRE_00155	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00156	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00159	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00161	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00162	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00163	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00164	all_same	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
rufa_group	DMEL_CRE_00166	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00171	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00172	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00174	all_same	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
rufa_group	DMEL_CRE_00175	all_same	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
rufa_group	DMEL_CRE_00179	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00180	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00185	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00186	all_same	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
rufa_group	DMEL_CRE_00190	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00191	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00192	all_same	druf	TEMP	uncertain	dkik|dbun|dbir|d_serrata	TROP	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain
rufa_group	DMEL_CRE_00194	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00198	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00199	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00200	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00204	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00205	all_same	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	present	present	present	present	present	present
rufa_group	DMEL_CRE_00207	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00208	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00210	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00211	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00214	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00215	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00216	all_same	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
rufa_group	DMEL_CRE_00222	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00224	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00229	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00231	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00232	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00239	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00240	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00244	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00245	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00247	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00248	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00249	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00250	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00253	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00257	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00259	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00260	all_same	druf	TEMP	uncertain	dkik|dbun|dbir|d_serrata	TROP	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain
rufa_group	DMEL_CRE_00261	all_same	druf	TEMP	uncertain	dkik|dbun|dbir|d_serrata	TROP	uncertain	uncertain	uncertain	uncertain	uncertain	uncertain
rufa_group	DMEL_CRE_00262	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00265	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00266	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00267	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00268	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00270	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00273	all_same	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	present	present	present	present	present	present
rufa_group	DMEL_CRE_00275	all_same	druf	TEMP	turnover_candidate	dkik|dbun|dbir|d_serrata	TROP	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate
rufa_group	DMEL_CRE_00276	all_same	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	present	present	present	present	present	present
rufa_group	DMEL_CRE_00277	all_same	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	present	present	present	present	present	present
rufa_group	DMEL_CRE_00278	all_same	druf	TEMP	present	dkik|dbun|dbir|d_serrata	TROP	present	present	present	present	present	present
rufa_group	DMEL_CRE_00280	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00281	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00282	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00283	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00284	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
rufa_group	DMEL_CRE_00285	all_same	druf	TEMP	no_detected_CRE	dkik|dbun|dbir|d_serrata	TROP	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE
