dmel_cre_id	dazt	d_affinis	dmir	dper	pattern_class	tier	discordant_species	discordant_state	consensus_state	n_consensus_species	group_name	group_species	n_group_species
DMEL_CRE_00217	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00218	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00219	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00221	uncertain	uncertain	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00223	turnover_candidate	no_detected_CRE	turnover_candidate	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00224	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00225	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00228	present	turnover_candidate	turnover_candidate	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00229	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00230	no_detected_CRE	no_detected_CRE	present	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00231	no_detected_CRE	present	turnover_candidate	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00234	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00235	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00236	present	present	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00237	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00238	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00240	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00241	turnover_candidate	present	turnover_candidate	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00244	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00245	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00247	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00250	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00251	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00252	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00254	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00255	present	present	present	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00256	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00257	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00258	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00260	uncertain	uncertain	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00261	uncertain	uncertain	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00262	uncertain	uncertain	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00263	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00265	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00266	no_detected_CRE	no_detected_CRE	present	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00267	uncertain	uncertain	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00268	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00269	no_detected_CRE	no_detected_CRE	present	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00270	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00271	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00272	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00273	present	no_detected_CRE	present	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00274	turnover_candidate	turnover_candidate	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00276	present	present	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00277	present	present	present	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00278	present	present	present	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00279	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00281	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00283	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00284	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00285	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00286	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00287	uncertain	uncertain	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00288	no_detected_CRE	no_detected_CRE	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00289	uncertain	uncertain	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00291	no_detected_CRE	no_detected_CRE	present	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00292	no_detected_CRE	no_detected_CRE	present	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00294	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00295	present	no_detected_CRE	no_detected_CRE	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00296	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00297	present	turnover_candidate	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00298	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00299	present	turnover_candidate	no_detected_CRE	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00300	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00301	uncertain	uncertain	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00302	present	present	present	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00305	present	present	turnover_candidate	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00306	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00307	uncertain	uncertain	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00311	present	present	present	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00312	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00314	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00315	present	present	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00316	turnover_candidate	no_detected_CRE	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00318	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00320	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00321	present	turnover_candidate	present	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00322	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00323	uncertain	uncertain	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00324	present	no_detected_CRE	no_detected_CRE	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00325	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00326	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00327	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00328	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00333	turnover_candidate	turnover_candidate	no_detected_CRE	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00335	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00336	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00337	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00078	present	turnover_candidate	present	present	present_vs_turnover	tier1	d_affinis	turnover_candidate	present	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00080	present	turnover_candidate	turnover_candidate	turnover_candidate	present_vs_turnover	tier1	dazt	present	turnover_candidate	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00275	turnover_candidate	turnover_candidate	turnover_candidate	present	present_vs_turnover	tier1	dper	present	turnover_candidate	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00309	present	turnover_candidate	turnover_candidate	turnover_candidate	present_vs_turnover	tier1	dazt	present	turnover_candidate	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00310	turnover_candidate	present	present	present	present_vs_turnover	tier1	dazt	turnover_candidate	present	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00330	turnover_candidate	present	present	present	present_vs_turnover	tier1	dazt	turnover_candidate	present	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00331	turnover_candidate	present	present	present	present_vs_turnover	tier1	dazt	turnover_candidate	present	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00006	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_affinis	turnover_candidate	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00007	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_affinis	present	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00009	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate	detection_contrast	tier2	d_affinis	no_detected_CRE	turnover_candidate	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00022	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	detection_contrast	tier2	dmir	present	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00027	turnover_candidate	turnover_candidate	turnover_candidate	no_detected_CRE	detection_contrast	tier2	dper	no_detected_CRE	turnover_candidate	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00033	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_affinis	present	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00058	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate	detection_contrast	tier2	d_affinis	no_detected_CRE	turnover_candidate	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00068	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	dazt	turnover_candidate	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00069	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	dazt	turnover_candidate	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00073	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	dazt	turnover_candidate	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00100	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate	detection_contrast	tier2	d_affinis	no_detected_CRE	turnover_candidate	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00104	turnover_candidate	turnover_candidate	no_detected_CRE	turnover_candidate	detection_contrast	tier2	dmir	no_detected_CRE	turnover_candidate	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00113	turnover_candidate	turnover_candidate	no_detected_CRE	turnover_candidate	detection_contrast	tier2	dmir	no_detected_CRE	turnover_candidate	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00151	turnover_candidate	turnover_candidate	no_detected_CRE	turnover_candidate	detection_contrast	tier2	dmir	no_detected_CRE	turnover_candidate	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00159	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	detection_contrast	tier2	dmir	present	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00161	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	detection_contrast	tier2	dper	turnover_candidate	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00166	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	dazt	turnover_candidate	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00168	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	dazt	turnover_candidate	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00169	no_detected_CRE	turnover_candidate	turnover_candidate	turnover_candidate	detection_contrast	tier2	dazt	no_detected_CRE	turnover_candidate	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00172	turnover_candidate	turnover_candidate	turnover_candidate	no_detected_CRE	detection_contrast	tier2	dper	no_detected_CRE	turnover_candidate	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00178	no_detected_CRE	turnover_candidate	turnover_candidate	turnover_candidate	detection_contrast	tier2	dazt	no_detected_CRE	turnover_candidate	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00182	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	detection_contrast	tier2	dper	turnover_candidate	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00183	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate	detection_contrast	tier2	d_affinis	no_detected_CRE	turnover_candidate	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00184	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	detection_contrast	tier2	dper	present	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00186	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_affinis	present	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00201	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	detection_contrast	tier2	dmir	turnover_candidate	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00206	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	dazt	present	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00209	turnover_candidate	turnover_candidate	no_detected_CRE	turnover_candidate	detection_contrast	tier2	dmir	no_detected_CRE	turnover_candidate	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00220	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate	detection_contrast	tier2	d_affinis	no_detected_CRE	turnover_candidate	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00222	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	detection_contrast	tier2	dper	turnover_candidate	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00226	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_affinis	present	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00227	turnover_candidate	turnover_candidate	turnover_candidate	no_detected_CRE	detection_contrast	tier2	dper	no_detected_CRE	turnover_candidate	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00232	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	detection_contrast	tier2	dper	turnover_candidate	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00233	present	no_detected_CRE	present	present	detection_contrast	tier2	d_affinis	no_detected_CRE	present	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00239	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	detection_contrast	tier2	dper	present	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00242	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	detection_contrast	tier2	dmir	turnover_candidate	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00243	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_affinis	turnover_candidate	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00248	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_affinis	turnover_candidate	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00264	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_affinis	present	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
