dmel_cre_id	dtei	d_simulans	d_lutescens	dsuz	pattern_class	tier	discordant_species	discordant_state	consensus_state	n_consensus_species	group_name	group_species	n_group_species
DMEL_CRE_00056	no_detected_CRE	turnover_candidate	turnover_candidate	turnover_candidate	detection_contrast	tier2	dtei	no_detected_CRE	turnover_candidate	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00060	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	detection_contrast	tier2	dsuz	turnover_candidate	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00070	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00073	present	present	no_detected_CRE	present	detection_contrast	tier2	d_lutescens	no_detected_CRE	present	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00075	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00085	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	detection_contrast	tier2	d_lutescens	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00086	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00088	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00090	present	present	present	no_detected_CRE	detection_contrast	tier2	dsuz	no_detected_CRE	present	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00091	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00093	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	detection_contrast	tier2	dsuz	turnover_candidate	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00095	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00102	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	dtei	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00104	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate	detection_contrast	tier2	d_simulans	no_detected_CRE	turnover_candidate	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00105	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	dtei	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00109	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00113	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	detection_contrast	tier2	d_lutescens	turnover_candidate	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00114	present	present	present	no_detected_CRE	detection_contrast	tier2	dsuz	no_detected_CRE	present	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00116	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	detection_contrast	tier2	dsuz	turnover_candidate	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00118	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	detection_contrast	tier2	d_lutescens	turnover_candidate	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00119	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	detection_contrast	tier2	d_lutescens	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00123	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	dtei	turnover_candidate	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00124	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	turnover_candidate	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00128	present	present	present	no_detected_CRE	detection_contrast	tier2	dsuz	no_detected_CRE	present	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00129	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00130	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00132	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	dtei	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00135	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	detection_contrast	tier2	d_lutescens	turnover_candidate	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00138	present	present	no_detected_CRE	present	detection_contrast	tier2	d_lutescens	no_detected_CRE	present	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00139	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	dtei	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00140	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00141	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00142	no_detected_CRE	present	present	present	detection_contrast	tier2	dtei	no_detected_CRE	present	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00147	turnover_candidate	turnover_candidate	no_detected_CRE	turnover_candidate	detection_contrast	tier2	d_lutescens	no_detected_CRE	turnover_candidate	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00148	present	present	no_detected_CRE	present	detection_contrast	tier2	d_lutescens	no_detected_CRE	present	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00150	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	dtei	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00156	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00157	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00161	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00163	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00165	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00168	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	dtei	turnover_candidate	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00171	no_detected_CRE	present	present	present	detection_contrast	tier2	dtei	no_detected_CRE	present	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00173	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00174	turnover_candidate	turnover_candidate	turnover_candidate	no_detected_CRE	detection_contrast	tier2	dsuz	no_detected_CRE	turnover_candidate	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00175	turnover_candidate	turnover_candidate	turnover_candidate	no_detected_CRE	detection_contrast	tier2	dsuz	no_detected_CRE	turnover_candidate	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00181	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	turnover_candidate	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00182	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	dtei	turnover_candidate	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00183	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00184	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	dtei	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00187	present	present	present	no_detected_CRE	detection_contrast	tier2	dsuz	no_detected_CRE	present	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00190	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	dtei	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00193	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	dtei	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00194	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00196	no_detected_CRE	present	present	present	detection_contrast	tier2	dtei	no_detected_CRE	present	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00198	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	detection_contrast	tier2	dsuz	turnover_candidate	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00200	present	present	no_detected_CRE	present	detection_contrast	tier2	d_lutescens	no_detected_CRE	present	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00213	present	present	no_detected_CRE	present	detection_contrast	tier2	d_lutescens	no_detected_CRE	present	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00217	no_detected_CRE	present	present	present	detection_contrast	tier2	dtei	no_detected_CRE	present	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00218	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00221	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	detection_contrast	tier2	d_lutescens	turnover_candidate	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00225	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00228	present	present	no_detected_CRE	present	detection_contrast	tier2	d_lutescens	no_detected_CRE	present	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00229	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	detection_contrast	tier2	dsuz	turnover_candidate	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00230	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	dtei	turnover_candidate	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00236	present	present	no_detected_CRE	present	detection_contrast	tier2	d_lutescens	no_detected_CRE	present	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00237	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00239	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	dtei	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00240	present	present	no_detected_CRE	present	detection_contrast	tier2	d_lutescens	no_detected_CRE	present	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00241	present	present	present	no_detected_CRE	detection_contrast	tier2	dsuz	no_detected_CRE	present	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00242	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00243	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	detection_contrast	tier2	d_lutescens	turnover_candidate	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00246	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00260	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	dtei	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00262	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00266	present	present	present	no_detected_CRE	detection_contrast	tier2	dsuz	no_detected_CRE	present	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00267	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate	detection_contrast	tier2	d_simulans	no_detected_CRE	turnover_candidate	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00271	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00288	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	detection_contrast	tier2	dsuz	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00289	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate	detection_contrast	tier2	d_simulans	no_detected_CRE	turnover_candidate	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00296	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	detection_contrast	tier2	dsuz	turnover_candidate	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00297	no_detected_CRE	present	present	present	detection_contrast	tier2	dtei	no_detected_CRE	present	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00298	present	present	present	no_detected_CRE	detection_contrast	tier2	dsuz	no_detected_CRE	present	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00303	no_detected_CRE	turnover_candidate	turnover_candidate	turnover_candidate	detection_contrast	tier2	dtei	no_detected_CRE	turnover_candidate	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00306	no_detected_CRE	no_detected_CRE	no_detected_CRE	present	detection_contrast	tier2	dsuz	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00308	no_detected_CRE	present	present	present	detection_contrast	tier2	dtei	no_detected_CRE	present	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00312	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	detection_contrast	tier2	dsuz	turnover_candidate	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00315	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	detection_contrast	tier2	dsuz	turnover_candidate	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00319	present	present	present	no_detected_CRE	detection_contrast	tier2	dsuz	no_detected_CRE	present	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00321	present	no_detected_CRE	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	dtei	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00329	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	detection_contrast	tier2	d_lutescens	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00332	present	present	present	no_detected_CRE	detection_contrast	tier2	dsuz	no_detected_CRE	present	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00336	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	detection_contrast	tier2	d_simulans	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
DMEL_CRE_00337	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	detection_contrast	tier2	d_lutescens	present	no_detected_CRE	3	teissieri_group	dtei|d_simulans|d_lutescens|dsuz	4
