dmel_cre_id	dazt	d_affinis	dmir	dper	pattern_class	tier	discordant_species	discordant_state	consensus_state	n_consensus_species	group_name	group_species	n_group_species
DMEL_CRE_00103	uncertain	no_detected_CRE	uncertain	uncertain	other_singleton_contrast	tier3	d_affinis	no_detected_CRE	uncertain	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00105	uncertain	no_detected_CRE	uncertain	uncertain	other_singleton_contrast	tier3	d_affinis	no_detected_CRE	uncertain	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00112	uncertain	no_detected_CRE	uncertain	uncertain	other_singleton_contrast	tier3	d_affinis	no_detected_CRE	uncertain	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00115	uncertain	no_detected_CRE	uncertain	uncertain	other_singleton_contrast	tier3	d_affinis	no_detected_CRE	uncertain	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00124	no_detected_CRE	uncertain	uncertain	uncertain	other_singleton_contrast	tier3	dazt	no_detected_CRE	uncertain	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00130	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	other_singleton_contrast	tier3	dazt	uncertain	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00133	uncertain	no_detected_CRE	uncertain	uncertain	other_singleton_contrast	tier3	d_affinis	no_detected_CRE	uncertain	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00142	uncertain	uncertain	uncertain	no_detected_CRE	other_singleton_contrast	tier3	dper	no_detected_CRE	uncertain	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00150	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	other_singleton_contrast	tier3	d_affinis	uncertain	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00154	uncertain	uncertain	uncertain	no_detected_CRE	other_singleton_contrast	tier3	dper	no_detected_CRE	uncertain	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00177	uncertain	uncertain	uncertain	no_detected_CRE	other_singleton_contrast	tier3	dper	no_detected_CRE	uncertain	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00195	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	other_singleton_contrast	tier3	dper	uncertain	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00246	uncertain	uncertain	no_detected_CRE	uncertain	other_singleton_contrast	tier3	dmir	no_detected_CRE	uncertain	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00249	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	other_singleton_contrast	tier3	dazt	uncertain	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00253	no_detected_CRE	uncertain	uncertain	uncertain	other_singleton_contrast	tier3	dazt	no_detected_CRE	uncertain	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00259	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	other_singleton_contrast	tier3	dazt	uncertain	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00280	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	other_singleton_contrast	tier3	dper	uncertain	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00282	no_detected_CRE	uncertain	no_detected_CRE	no_detected_CRE	other_singleton_contrast	tier3	d_affinis	uncertain	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00317	no_detected_CRE	no_detected_CRE	no_detected_CRE	uncertain	other_singleton_contrast	tier3	dper	uncertain	no_detected_CRE	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
DMEL_CRE_00334	no_detected_CRE	uncertain	uncertain	uncertain	other_singleton_contrast	tier3	dazt	no_detected_CRE	uncertain	3	azteca_affinis_miranda_group	dazt|d_affinis|dmir|dper	4
