dmel_cre_id	druf	dkik	dbun	dbir	d_serrata	pattern_class	tier	discordant_species	discordant_state	consensus_state	n_consensus_species	group_name	group_species	n_group_species
DMEL_CRE_00032	uncertain	turnover_candidate	turnover_candidate	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00033	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00034	present	no_detected_CRE	turnover_candidate	present	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00035	no_detected_CRE	uncertain	no_detected_CRE	uncertain	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00037	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00038	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00039	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00040	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00041	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00042	present	present	present	present	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00044	turnover_candidate	present	no_detected_CRE	turnover_candidate	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00045	uncertain	turnover_candidate	uncertain	no_detected_CRE	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00046	uncertain	turnover_candidate	turnover_candidate	no_detected_CRE	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00047	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00049	present	present	no_detected_CRE	no_detected_CRE	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00050	present	turnover_candidate	no_detected_CRE	present	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00051	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00053	turnover_candidate	turnover_candidate	present	turnover_candidate	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00054	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00056	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00057	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00058	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00059	uncertain	no_detected_CRE	no_detected_CRE	turnover_candidate	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00060	turnover_candidate	no_detected_CRE	no_detected_CRE	uncertain	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00061	turnover_candidate	no_detected_CRE	turnover_candidate	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00062	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00063	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00064	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00066	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00067	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00070	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00071	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00072	present	no_detected_CRE	no_detected_CRE	present	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00073	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00074	present	present	present	present	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00075	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00076	uncertain	uncertain	uncertain	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00080	turnover_candidate	present	turnover_candidate	turnover_candidate	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00083	uncertain	uncertain	uncertain	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00084	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00086	uncertain	uncertain	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00088	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00089	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00091	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00093	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00094	present	present	present	present	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00098	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00099	uncertain	uncertain	uncertain	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00100	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00102	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00103	uncertain	no_detected_CRE	turnover_candidate	uncertain	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00104	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00105	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00106	no_detected_CRE	turnover_candidate	no_detected_CRE	present	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00107	uncertain	present	no_detected_CRE	turnover_candidate	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00109	uncertain	uncertain	uncertain	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00110	uncertain	uncertain	uncertain	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00111	turnover_candidate	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00112	uncertain	uncertain	uncertain	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00113	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00116	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00117	no_detected_CRE	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00118	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00119	present	no_detected_CRE	no_detected_CRE	present	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00120	turnover_candidate	turnover_candidate	present	present	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00121	present	turnover_candidate	present	turnover_candidate	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00122	present	present	present	present	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00123	no_detected_CRE	turnover_candidate	turnover_candidate	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00124	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00126	present	turnover_candidate	turnover_candidate	turnover_candidate	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00127	no_detected_CRE	uncertain	uncertain	uncertain	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00128	uncertain	uncertain	uncertain	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00129	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00131	turnover_candidate	turnover_candidate	present	turnover_candidate	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00132	no_detected_CRE	turnover_candidate	present	present	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00133	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00134	uncertain	uncertain	uncertain	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00136	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00137	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00140	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00142	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00144	turnover_candidate	no_detected_CRE	no_detected_CRE	turnover_candidate	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00145	present	no_detected_CRE	turnover_candidate	present	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00146	present	present	present	present	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00149	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00150	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00152	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00153	present	present	present	present	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00155	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00156	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00157	turnover_candidate	no_detected_CRE	present	no_detected_CRE	present	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00159	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00160	no_detected_CRE	uncertain	uncertain	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00161	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00162	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00163	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00164	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00165	no_detected_CRE	turnover_candidate	turnover_candidate	turnover_candidate	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00166	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00167	no_detected_CRE	turnover_candidate	no_detected_CRE	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00169	no_detected_CRE	no_detected_CRE	no_detected_CRE	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00171	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00172	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00173	no_detected_CRE	uncertain	no_detected_CRE	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00174	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00175	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	turnover_candidate	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00176	present	no_detected_CRE	present	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00177	no_detected_CRE	no_detected_CRE	uncertain	uncertain	uncertain	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00179	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
DMEL_CRE_00180	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	no_detected_CRE	not_singleton_contrast	other_pattern	NA	NA	NA	0	rufa_group	druf|dkik|dbun|dbir|d_serrata	5
