dmel_cre_id	species	alignment_status	target_chrom	target_start0	target_end0	lifted_length	best_peak_id	best_overlap_bp	best_overlap_fraction_lifted	best_overlap_fraction_peak	positional_peak	same_fbgn_peak_anywhere	same_fbgn_peak_local	local_same_fbgn_peak_id	local_same_fbgn	best_local_same_fbgn_distance_bp	shared_fbgn_with_best_peak	dmel_target_fbgn	gene_support_at_best_peak	class
DMEL_CRE_00002	dfun	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	dimm	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	dkik	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	dmir	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	dmir_PEAK_00449	FBgn0039908	22266.0	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	dnas	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	dobs	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	dobs_PEAK_00596	FBgn0039908	0.0	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	dper	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	dper_PEAK_00380	FBgn0039908	22594.0	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	dpha	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	dpse	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	druf	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	dsub	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	dsub_PEAK_00386	FBgn0039908	23179.0	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	dsul	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	dsuz	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	dtei	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	dtro	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	dtro_PEAK_00627	FBgn0039908	18148.0	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	dvir	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	zdav	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	zind	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	ztub	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	d_affinis	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	d_arizonae	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	d_bipectinata	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	d_buzzatii	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	d_ezoana	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	d_hydei	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	d_littoralis	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	d_lutescens	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	d_mercatorum	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	d_mojavensis	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	d_novamexicana	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	d_repleta	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	d_serrata	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	NA	uncertain
DMEL_CRE_00002	d_simulans	mapped	NC_052524.2	410390	411744	1354	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0039908|FBgn0262731	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00003	dazt	mapped	VCKU01000095.1	20596511	20597281	770	dazt_PEAK_00678	700	0.909091	1.000000	yes	yes	yes	dazt_PEAK_00678	FBgn0003575	1952.0	FBgn0003575|FBgn0020381	FBgn0003575|FBgn0020381	shared_fbgn	present
DMEL_CRE_00003	dbif	mapped	CM019041.1	5606091	5606879	788	dbif_PEAK_00517	719	0.912437	0.998611	yes	yes	yes	dbif_PEAK_00517	FBgn0020381	1060.0	FBgn0003575|FBgn0020381	FBgn0003575|FBgn0020381	shared_fbgn	present
DMEL_CRE_00003	dbir	mapped	contig_43	12887470	12888664	1194	dbir_PEAK_00201	220	0.184255	0.323529	no	yes	yes	dbir_PEAK_00201	FBgn0003575	0.0	FBgn0003575|FBgn0020381	FBgn0003575|FBgn0020381	shared_fbgn	turnover_candidate
DMEL_CRE_00003	dbun	mapped	contig_98	900152	900983	831	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0003575|FBgn0020381	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00003	dequ	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0003575|FBgn0020381	NA	uncertain
DMEL_CRE_00003	dfor	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	dfor_PEAK_00233	FBgn0003575	0.0	NA	FBgn0003575|FBgn0020381	NA	uncertain
DMEL_CRE_00003	dfun	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	dfun_PEAK_00386	FBgn0003575	9863.0	NA	FBgn0003575|FBgn0020381	NA	uncertain
DMEL_CRE_00003	dimm	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0003575|FBgn0020381	NA	uncertain
DMEL_CRE_00003	dkik	mapped	NW_024571405.1	15572667	15573347	680	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0003575|FBgn0020381	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00003	dmir	mapped	NC_046673.1	9320219	9321008	789	dmir_PEAK_00015	789	1.000000	0.484049	no	yes	yes	dmir_PEAK_00015	FBgn0003575	97.0	FBgn0003575|FBgn0020381	FBgn0003575|FBgn0020381	shared_fbgn	turnover_candidate
DMEL_CRE_00003	dnas	mapped	CM042376.1	30124139	30124877	738	dnas_PEAK_00226	661	0.895664	0.972059	yes	yes	yes	dnas_PEAK_00226	FBgn0003575	0.0	FBgn0003575|FBgn0020381	FBgn0003575|FBgn0020381	shared_fbgn	present
DMEL_CRE_00003	dobs	mapped	NW_024542773.1	1467524	1468257	733	NA	0	0.000000	0.000000	no	yes	yes	dobs_PEAK_00094	FBgn0003575	0.0	NA	FBgn0003575|FBgn0020381	no_peak_at_locus	turnover_candidate
DMEL_CRE_00003	dper	mapped	NW_020825359.1	843099	843869	770	dper_PEAK_00093	729	0.946753	0.946753	yes	yes	yes	dper_PEAK_00093	FBgn0003575	1930.0	FBgn0003575|FBgn0020381	FBgn0003575|FBgn0020381	shared_fbgn	present
DMEL_CRE_00003	dpha	mapped	OX596006.1	45673557	45674089	532	NA	0	0.000000	0.000000	no	yes	yes	dpha_PEAK_00160	FBgn0003575	890.0	NA	FBgn0003575|FBgn0020381	no_peak_at_locus	turnover_candidate
DMEL_CRE_00003	dpse	mapped	JAJJHU010011557.1	99707	100469	762	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0003575|FBgn0020381	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00003	druf	mapped	JAECXS010000123.1	570598	571441	843	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0003575|FBgn0020381	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00003	dsub	mapped	NC_048530.1	13776378	13777147	769	dsub_PEAK_00121	769	1.000000	0.894186	yes	yes	yes	dsub_PEAK_00121	FBgn0003575	0.0	FBgn0003575|FBgn0020381	FBgn0003575|FBgn0020381	shared_fbgn	present
DMEL_CRE_00003	dsul	mapped	JAJJHZ010002589.1	6236521	6237264	743	dsul_PEAK_00107	699	0.940781	0.970833	yes	yes	yes	dsul_PEAK_00107	FBgn0020381	926.0	FBgn0003575|FBgn0020381	FBgn0003575|FBgn0020381	shared_fbgn	present
DMEL_CRE_00003	dsuz	mapped	NW_023496845.1	204794	205556	762	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0003575|FBgn0020381	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00003	dtei	mapped	NC_053034.1	482930	483764	834	dtei_PEAK_00040	104	0.124700	0.120930	no	yes	yes	dtei_PEAK_00040	FBgn0003575	0.0	FBgn0003575|FBgn0020381	FBgn0003575|FBgn0020381	shared_fbgn	turnover_candidate
DMEL_CRE_00003	dtro	mapped	JAECWH010000150.1	8483366	8484142	776	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0003575|FBgn0020381	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00003	dvir	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	dvir_PEAK_00164	FBgn0003575	7.0	NA	FBgn0003575|FBgn0020381	NA	uncertain
DMEL_CRE_00003	zdav	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	zdav_PEAK_00047	FBgn0003575	1702.0	NA	FBgn0003575|FBgn0020381	NA	uncertain
DMEL_CRE_00003	zind	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	zind_PEAK_00098	FBgn0003575	2259.0	NA	FBgn0003575|FBgn0020381	NA	uncertain
DMEL_CRE_00003	ztub	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0003575|FBgn0020381	NA	uncertain
DMEL_CRE_00003	d_affinis	mapped	contig_19	1231721	1232500	779	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0003575|FBgn0020381	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00003	d_arizonae	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0003575|FBgn0020381	NA	uncertain
DMEL_CRE_00003	d_bipectinata	mapped	NW_025063870.1	13645367	13646077	710	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0003575|FBgn0020381	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00003	d_buzzatii	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0003575|FBgn0020381	NA	uncertain
DMEL_CRE_00003	d_ezoana	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	d_ezoana_PEAK_00410	FBgn0003575	2455.0	NA	FBgn0003575|FBgn0020381	NA	uncertain
DMEL_CRE_00003	d_hydei	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0003575|FBgn0020381	NA	uncertain
DMEL_CRE_00003	d_littoralis	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	d_littoralis_PEAK_00424	FBgn0003575	13478.0	NA	FBgn0003575|FBgn0020381	NA	uncertain
DMEL_CRE_00003	d_lutescens	mapped	contig_135	881581	882382	801	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0003575|FBgn0020381	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00003	d_mercatorum	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0003575|FBgn0020381	NA	uncertain
DMEL_CRE_00003	d_mojavensis	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0003575|FBgn0020381	NA	uncertain
DMEL_CRE_00003	d_novamexicana	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0003575|FBgn0020381	NA	uncertain
DMEL_CRE_00003	d_repleta	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	d_repleta_PEAK_00257	FBgn0003575	0.0	NA	FBgn0003575|FBgn0020381	NA	uncertain
DMEL_CRE_00003	d_serrata	mapped	contig_23	1769246	1770075	829	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0003575|FBgn0020381	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00003	d_simulans	mapped	NC_052525.2	489939	490778	839	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0003575|FBgn0020381	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00004	dazt	mapped	VCKU01000012.1	6840626	6841177	551	dazt_PEAK_00156	504	0.914701	0.700000	yes	yes	yes	dazt_PEAK_00515	FBgn0025390	15751.0	NA	FBgn0025390	discordant_fbgn	present
DMEL_CRE_00004	dbif	mapped	CM019041.1	4216014	4216793	779	dbif_PEAK_00132	690	0.885751	1.000000	yes	yes	yes	dbif_PEAK_00199	FBgn0025390	15804.0	NA	FBgn0025390	discordant_fbgn	present
DMEL_CRE_00004	dbir	mapped	contig_43	5590115	5590716	601	NA	0	0.000000	0.000000	no	yes	yes	dbir_PEAK_00035	FBgn0025390	0.0	NA	FBgn0025390	no_peak_at_locus	turnover_candidate
DMEL_CRE_00004	dbun	mapped	contig_83	4209718	4210361	643	dbun_PEAK_00039	643	1.000000	0.756471	yes	yes	yes	dbun_PEAK_00086	FBgn0025390	0.0	NA	FBgn0025390	discordant_fbgn	present
DMEL_CRE_00004	dequ	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0025390	NA	uncertain
DMEL_CRE_00004	dfor	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0025390	NA	uncertain
DMEL_CRE_00004	dfun	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0025390	NA	uncertain
DMEL_CRE_00004	dimm	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0025390	NA	uncertain
DMEL_CRE_00004	dkik	mapped	NW_024571405.1	7528223	7528817	594	NA	0	0.000000	0.000000	no	yes	yes	dkik_PEAK_00012	FBgn0025390	0.0	NA	FBgn0025390	no_peak_at_locus	turnover_candidate
DMEL_CRE_00004	dmir	mapped	NC_046674.1	28356046	28356533	487	dmir_PEAK_00426	413	0.848049	0.700000	yes	yes	yes	dmir_PEAK_00065	FBgn0025390	0.0	FBgn0025390	FBgn0025390	shared_fbgn	present
DMEL_CRE_00004	dnas	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0025390	NA	uncertain
DMEL_CRE_00004	dobs	mapped	NW_024542877.1	332136	332750	614	dobs_PEAK_00438	524	0.853420	0.873333	yes	yes	yes	dobs_PEAK_00607	FBgn0025390	23202.0	NA	FBgn0025390	discordant_fbgn	present
DMEL_CRE_00004	dper	mapped	NW_020825317.1	4905443	4906074	631	dper_PEAK_00349	567	0.898574	0.945000	yes	yes	yes	dper_PEAK_00210	FBgn0025390	17181.0	NA	FBgn0025390	discordant_fbgn	present
DMEL_CRE_00004	dpha	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0025390	NA	uncertain
DMEL_CRE_00004	dpse	mapped	JAJJHU010007369.1	340798	341548	750	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0025390	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00004	druf	mapped	JAECXS010000123.1	15343281	15343909	628	NA	0	0.000000	0.000000	no	yes	yes	druf_PEAK_00107	FBgn0025390	8285.0	NA	FBgn0025390	no_peak_at_locus	turnover_candidate
DMEL_CRE_00004	dsub	mapped	NC_048530.1	5246476	5247094	618	dsub_PEAK_00411	564	0.912621	0.924590	yes	yes	yes	dsub_PEAK_00102	FBgn0025390	0.0	NA	FBgn0025390	discordant_fbgn	present
DMEL_CRE_00004	dsul	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0025390	NA	uncertain
DMEL_CRE_00004	dsuz	mapped	NW_023496845.1	6482599	6483270	671	NA	0	0.000000	0.000000	no	yes	yes	dsuz_PEAK_00378	FBgn0025390	0.0	NA	FBgn0025390	no_peak_at_locus	turnover_candidate
DMEL_CRE_00004	dtei	mapped	NC_053034.1	1477689	1478308	619	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0025390	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00004	dtro	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0025390	NA	uncertain
